question,answer
What is the name of the boss mentioned in the text?,Horace Kent
What is the significance of the boss's name being mentioned as 'Horace Kent'?,"It indicates that the boss is a key character in the narrative, likely playing a significant role in the story's events."
What was the cost of the mistake the narrator made?,The mistake cost the narrator twenty-eight hundred dollars.
How does the narrator feel about the cost of the mistake?,"The narrator does not grudge the cost, indicating a sense of acceptance or resignation."
What does the boss threaten to do if the narrator continues?,"The boss threatens to lock the safe, implying a warning or deterrent against further actions."
What is the narrator's relationship with the boss?,"The narrator is in a confrontational relationship with the boss, as evidenced by their verbal exchange."
What does the boss's statement about 'coppering suckers' bets' imply about his character?,It implies that the boss is a con artist or someone who exploits others for financial gain.
What is the main conflict between the narrator and the boss?,The main conflict is the boss's suspicion of the narrator's intentions and his attempt to prevent further exploitation.
What was the speaker's main source of income according to the text?,The speaker's main source of income was coppering suckers' bets.
Why did the speaker tell the person to leave Dolan's place?,The speaker told the person to leave because he no longer wanted to be a sucker after realizing who the person was.
How much profit did the speaker make before going to Teller's place?,The speaker made a profit of twenty-eight hundred dollars.
Where was Teller's bucket shop located in relation to Dolan's place?,Teller's bucket shop was in the same block as Dol'tan's place.
What was Teller's profession according to the text?,Teller was a very rich man who also ran up a lot of pool rooms.
What was the speaker's intention in going to Teller's bucket shop?,"The speaker intended to go to Teller's bucket shop to start moderately, as indicated by his contemplation on whether it would be wise to do so."
What was the author's initial plan regarding their trading strategy?,The author initially planned to start moderately and work up to a thousand shares.
What was the author's alternative strategy to starting moderately?,"The author considered beginning with a plunge, on the theory that they might not be able to trade more than one day."
What was the author's decision regarding their trading strategy?,The author decided to go to Teller's bucket shop to buy one thousand B. R. T shares.
What was the author's expectation regarding the potential profit from the trade?,The author expected to take four or five points out of the trade.
What was the author's concern regarding the potential losses?,The author was concerned that the market would get wise mighty quick when they were losing.
What was the user's initial strategy for trading?,The user's initial strategy was to scatter their trades at first and begin small.
Why did the user decide to start with small trades?,The user decided to start with small trades to avoid suspicion and prevent the possibility of being blocked from trading altogether.
What was the user's plan regarding the B. R. T. stock?,The user planned to buy one thousand B. R. T. stock and expected to take four or five points out of it.
How did the user describe the trading environment compared to Dolan's?,The user described the trading environment as not as big as Dol'tan's but with nicer fixtures and a better class of crowd.
What was the user's concern about trading B. R. T. stock?,"The user was concerned that if the market got suspicious or if too many customers were long on that stock, they might not be allowed to trade at all."
What was the initial strategy the narrator decided to adopt for trading stocks?,The narrator decided to scatter his trades at first and begin small.
What was the name of the stock the narrator decided to buy?,B. R. T.
How many shares of B. R. T. did the narrator decide to buy?,Fifteen hundred shares.
What did the clerk at the stock market window say about the limit on purchasing B. R. T. shares?,The clerk said there was no limit and that the narrator could buy as much as he wanted if he had the money.
How did the narrator feel about the environment of the stock market described in the passage?,"The narrator felt that the environment was suited to him, as the fixtures were nicer and the crowd was of a better class."
What was the speaker's initial request when approaching the clerk?,"The speaker asked, 'I'd like to buy some B. R. T. What's the limit?'"
What was the clerk's response regarding the purchase limit?,"The clerk said, 'There's no limit,' and mentioned that the speaker could buy as much as they wanted if they had the money."
How many shares did the speaker decide to buy?,The speaker decided to buy fifteen hundred shares.
What action did the red-headed man take when the speaker approached the clerk?,The red-headed man shoved the clerk away from the counter and leaned across to speak to the speaker.
What did the red-headed man tell the speaker?,"The red-headed man told the speaker, 'Say, Livingston, you go back to Dolan's. We don't want your business.'"
What did the speaker say in response to the red-headed man's comment?,"The speaker said, 'Wait until I get my ticket,' indicating they intended to proceed with the purchase despite the interruption."
What did the red-headed man tell the narrator to do?,He told the narrator to go back to Dolan's.
What did the narrator say before leaving the store?,"He said, 'Wait until I get my ticket.'"
What did the narrator mention he had just purchased?,He mentioned he had just bought a little B. R. T.
What did the red-headed man say about the narrator's business?,He said they don't want the narrator's business.
What did the red-headed man say about the narrator's future trading?,He said the narrator should not ever come here to trade.
What did the red-headed man say about the store's policy towards the narrator?,He said they don't take the narrator's business.
What did the narrator do after the confrontation?,"He went back to the hotel, paid his bill, and took the first [option, presumably a train or vehicle]."
What did the clerk say to the author when he tried to trade?,Don't ever come here to trade. We don't take your business. Understand?
What did the author do after the clerk told him not to trade?,"He went back to the hotel, paid his bill, and took the first train back to New York."
How did the author feel after being denied the opportunity to trade?,He felt it was tough and wanted to take back some real money.
What happened when the author returned to New York?,He paid Fullerton his five hundred and started trading again with the St. Louis money.
What was the author's performance like after resuming trading with the St. Louis money?,"He had good and bad spells, but he was doing better than breaking even."
What was the consequence of the author's initial attempt to trade with real money?,The Teller wouldn't let the author make even one trade.
What did the author do after repaying Fullerton?,The author started trading again with the St. Louis money.
How did the author's trading performance compare to breaking even after repaying Fullerton?,The author was doing better than breaking even.
What key realization did the author have about stock speculation after his experience with Fullerton?,The author realized there was more to the game of stock speculation than he had considered before.
What analogy does the author use to describe his experience with stock speculation?,The author compares himself to a puzzle fan doing crossword puzzles in the Sunday paper.
What realization did the author have before going to Fullerton's office?,The author realized there was more to the game of stock speculation than they had considered before.
How did the author compare themselves to others in terms of puzzle-solving?,The author compared themselves to puzzle fans who do crossword puzzles in the Sunday supplement.
What was Fullerton's attitude towards solving puzzles?,Fullerton wasn't satisfied until he got the solution to the puzzle.
What was the author's initial belief about trading in bucket shops?,The author initially believed they were done with trading in bucket shops.
When did the author encounter an old jigger in Fullerton's office?,The author encountered an old jigger in Fullerton's office about a couple of months after returning to New York.
Who did the old jigger know according to the text?,The old jigger knew A. R.
What was the author's initial belief about their trading in bucket shops?,The author initially believed they were done with trading in bucket shops.
When did the author encounter the old jigger at Fullerton's office?,The author encountered the old jigger at Fullerton's office about a couple of months after returning to New York.
What did the old jigger mention about his past?,"The old jigger mentioned that he had seen better days, implying he was no longer in his prime."
Who was the author introduced to at Fullerton's office?,The author was introduced to old McDevitt.
What was McDevitt discussing with the crowd?,McDevitt was discussing a bunch of Western racetrack crooks who had recently pulled off a scam in St. Louis.
Who is the person that the narrator is introduced to?,Old McDevitt
What is the name of the person who is described as a poolroom owner?,H. S. Teller
What is the narrator's opinion of H. S. Teller?,The narrator believes he's no good
What is the narrator's intention towards H. S. Teller?,The narrator has a little matter to settle with him
What is the narrator's relationship with H. S. Teller?,The narrator knows him and has a matter to settle with him
What is the name of the person referred to as 'Teller'?,H. S. Teller
What is the speaker's opinion of Teller?,The speaker believes Teller is no good and worse than that.
What is the speaker's plan to deal with Teller?,"The speaker intends to hit Teller through his pocketbook, though not immediately in St. Louis."
Where has Teller opened a place according to the text?,Hoboken
What is the implication of Teller opening a place in Hoboken?,"The word has gone out that there is no limit to the extent of his actions, implying he is willing to go to great lengths."
What did McDevitt say the place was called?,Bucket shop
What did the narrator initially think the place was?,Pool room
What did the narrator ask McDevitt to confirm about the place?,Whether it's open and how heavy they'll really let a man trade
What did McDevitt promise to do to find out information about the place?,Go himself the next morning and come back to tell the narrator
What did the narrator learn about the place after McDevitt returned?,Teller was already doing a big business there
What was the main reason McDevitt decided to go to the market himself?,McDevitt decided to go to the market himself to check if the market was running and to assess how heavy the trading would be.
What was the outcome of McDevitt's visit to the market?,McDevitt found out that Teller was already doing a big business and would take all he could get.
What day did the events described take place?,The events took place on a Friday.
What was the market trend during the week leading up to the events?,The market had been going up all that week.
What was expected regarding the bank statement on Saturday?,It was expected that the bank statement on Saturday would show a big decrease in the surplus reserve.
What was the expected impact of the decrease in surplus reserve?,The expected impact was that it would provide a conventional excuse for the big room traders to jump on the market and try to influence it.
What was the author's prediction about the bank statement on Saturday?,The author predicted that the bank statement on Saturday would show a big decrease in the surplus reserve.
What was the conventional excuse for the big room traders to jump on the market?,The conventional excuse for the big room traders to jump on the market was the big decrease in the surplus reserve shown on the bank statement.
What was the expected reaction in the last half hour of trading?,"The expected reaction in the last half hour of trading was usual reactions, particularly in stocks in which the public had been the most active."
Which stocks were expected to have the most activity in the last half hour of trading?,The stocks that were expected to have the most activity in the last half hour of trading were those in which the public had been the most active.
Why were Teller's customers likely to be heavily involved in those stocks?,Teller's customers were likely to be heavily involved in those stocks because they were the very stocks that Teller's customers would be most heavily involved in.
What was the main focus of the text regarding stock trading?,"The main focus was on the usual reactions in the last half hour of trading, particularly in stocks where the public had been most active, and the potential for short selling in those stocks."
What was the author's intention in going to Hoboken on that Saturday morning?,"The author's intention was to chase over to Hoboken, likely to engage in stock trading activities, though the specific purpose is not explicitly stated in the text."
What was the author's main activity in the stock market according to the text?,The author's main activity in the stock market was short selling.
Where did the author go on that Saturday morning?,The author went to Hoboken to the Teller place.
What was the purpose of the big customers' room at the Teller place?,"The big customers' room at the Teller place was fitted up with a quotation board, clerks, and a special policeman in gray to serve customers."
How many customers were present at the Teller place on that Saturday morning?,There were about twenty-five customers present at the Teller place on that Saturday morning.
What did the author tell the manager when they spoke?,"The author told the manager that they could make nothing for him, indicating they were not seeking any specific assistance from the manager."
What is the main difference between betting at the track and investing in stocks according to the text?,"The main difference is that betting at the track allows for the possibility of winning thousands in minutes with the freedom to bet your whole roll, whereas investing in stocks involves piking for chicken feed and waiting days."
How does the text describe the perception of the stock-market game as a safer option?,"The text describes the stock-market game as safer because it suggests that some customers made significant amounts, and it appears as though a regular broker is buying and selling stocks on the Exchange."
What does the text imply about the potential for making money through heavy trading in the stock market?,"The text implies that if a man only traded heavy, he could make enough to satisfy anybody, suggesting that heavy trading has the potential to generate substantial profits."
What does the text suggest about the speaker's initial direction or plans?,"The text suggests that the speaker was initially heading towards some pool room, implying a potential inclination towards gambling or betting."
What did the narrator think about the broker's approach to trading?,"The narrator thought the broker's approach was suspicious, as it seemed like the broker was trying to take advantage of the narrator's money before the market closed."
What was the broker's suggestion to the narrator?,"The broker suggested that the narrator should hurry up as the market closed at twelve o'clock on Saturdays, so he could devote the entire afternoon to other pursuits."
What was the implication of the broker's suggestion?,"The implication was that the broker wanted the narrator to have a bigger roll to carry to the track, implying that the broker was interested in the narrator's money for gambling purposes."
What was the narrator's potential plan if he followed the broker's suggestion?,"If the narrator followed the broker's suggestion, he might have a bigger roll to carry to the track with toe, which implies that he would be gambling with a larger amount of money."
What was the narrator's perception of the broker's intentions?,"The narrator perceived the broker's intentions as wanting to take advantage of his money before the ponies (horse races) nibbled it away, suggesting the broker was trying to get his money for gambling purposes."
What was the main reason the narrator decided to hurry up before the market closed on Saturdays?,"The narrator decided to hurry up before the market closed on Saturdays to have the entire afternoon free for other pursuits, including potentially having a bigger roll to carry to the track if he picked the right stocks."
What time did the narrator start giving selling orders in various stocks?,The narrator started giving selling orders in various stocks at 11:15.
How much cash did the narrator put up for the transactions?,The narrator put up two thousand dollars in cash for the transactions.
How did the broker react when the narrator provided the cash?,The broker was very glad to get the two thousand dollars in cash.
What was the broker's opinion about the narrator's potential earnings from the transactions?,The broker thought the narrator would make a lot of money from the transactions.
What time did the speaker start giving selling orders?,At 11:15.
How much money did the speaker put up in cash?,Two thousand dollars.
What was the trader's reaction to the speaker's cash contribution?,He was very glad to get it.
What did the trader believe about the speaker's potential earnings?,He thought the speaker would make a lot of money.
What strategy did the traders use to manipulate stock prices?,They hammered the stocks in which they figured they would uncover the most stops.
What happened to the stock prices as a result of the traders' strategy?,Prices slid off.
When did the speaker close out his trades?,Just before the rally of the last five minutes on the usual traders' covering.
What was the outcome of the trader's strategy in the text?,"The traders hammered the stocks in which they figured they would uncover the most stops, and prices slid off, resulting in the author closing out their trades just before the rally of the last five minutes on the usual traders' covering."
How much money did the author earn from their trading?,The author earned fifty-one hundred dollars.
What did the author do after earning the money?,The author went to cash in.
What did the author say to the manager when giving their tickets?,"The author said, 'I am glad I dropped in.'"
Why did the manager say he couldn't give the author all of the money immediately?,The manager said he couldn't give the author all of the money immediately because he wasn't looking for such a run.
When did the manager promise to have the money ready for the author?,The manager promised to have the money ready for the author on Monday morning.
How much money was the narrator expecting to receive?,Fifty-one hundred dollars.
What did the narrator do upon arriving at the location?,He went to cash in.
What did the narrator say when he arrived at the location?,"""I am glad I dropped in,"" I said to the manager."
What did the manager say about the amount of money the narrator was requesting?,"""I can't give you all of it. I wasn't looking for such a run. I'll have it here for you Monday morning, sure as blazes."""
What did the narrator agree to before leaving?,"""All right. But first I'll take all you have in the house,"" I said."
What did the manager request before giving the narrator the money?,"""You've got to let me pay off the little fellows,"" he said."
What did the manager promise the narrator about the remaining money?,"""I'll give you back what you put up, and anything that's left. Wait till I cash the other tickets."""
What did the narrator do while waiting for the manager to process the other tickets?,So I waited while he cashed the other tickets.
What was the outcome of the author's decision to take all of Teller's money?,"The author took Teller's money, which amounted to two thousand dollars and about eight hundred dollars besides, and Teller swore the money would be waiting for him."
What was the author's plan if Teller welched on the deal?,The author planned to take all of Teller's money immediately if Teller welched on the deal.
How much money did the author ultimately take from Teller?,"The author took two thousand dollars and about eight hundred dollars besides, which was all Teller had in the office."
What time did the author arrive in Hoboken on Monday?,The author arrived in Hoboken a little before twelve on Monday.
Who did the author encounter in Hoboken on Monday?,"The author encountered a fellow talking to the manager, who was someone the author had seen in the St. Louis office the day Teller told him to go back to Dolan."
What time did the narrator arrive in Hoboken?,A little before twelve on Monday.
What was the narrator's intention upon arriving in Hoboken?,To collect the balance of his money.
What did the narrator observe upon arriving in Hoboken?,A fellow talking to the manager that he had seen in the St. Louis office the day Teller told him to go back to Dolan.
What action did the manager take upon seeing the narrator?,He asked if this was the man.
What was the reason the manager had sent someone to investigate?,Because the manager had telegraphed to the home office and they had sent up one of their men to investigate the story.
Why did the narrator believe the money would be waiting for him?,He swore the money would be waiting for him.
What did the manager do when the St. Louis chap asked if this was the man?,He took a bunch of yellow backs from his pocket.
What did the St. Louis chap tell Livingston before asking for his money?,He told him that they had told them not to take his business.
Why did the St. Louis chap ask if this was the man?,He was verifying if the person in front of him was the one Livingston was referring to.
What did Livingston demand from the manager?,He demanded his money back.
What did the manager do with the yellow backs?,He took a bunch of yellow backs from his pocket.
What did the manager give to the narrator?,"He gave the narrator two thousands, four five-hundreds and three hundreds."
How did the St. Louis fellow address the narrator?,He addressed the narrator as 'Livingston'.
What did the St. Louis fellow accuse the narrator of?,He accused the narrator of trading in their place.
What did the narrator say to the manager before receiving the money?,"He said, 'Give me my money first.'"
What was the St. Louis fellow's warning to the narrator?,He warned the narrator not to come any more and to keep away.
Who arrived at the scene after the St. Louis fellow's warning?,A private policeman in gray arrived at the scene.
Why did the narrator come to St. Louis?,The narrator came to St. Louis because he was instructed not to trade in that location.
What was the reaction of the St. Louis man when the narrator arrived?,"The St. Louis man reacted angrily, shaking his fist and yelling at the manager for letting the narrator in."
What did the narrator accuse the St. Louis man of?,The narrator accused the St. Louis man of trying to pull off a trick similar to what his boss did with Belfast Boy.
What was the role of the private policeman in gray?,"The private policeman in gray came over in a casual manner, likely as an observer or enforcer of the situation."
What was the manager's mistake according to the St. Louis man?,"According to the St. Louis man, the manager's mistake was allowing the narrator to enter, as he was Livingston and had been ordered not to be there."
What is the speaker's relationship with the St. Louis man?,"The speaker is likely a colleague or business associate of the St. Louis man, as they are interacting in a professional setting involving trading."
What is the St. Louis man's main accusation against the speaker?,The St. Louis man accuses the speaker of letting Livingston influence them and not following their orders.
What does the speaker imply about the St. Louis man's previous actions?,"The speaker implies that the St. Louis man has a history of pulling tricks, as exemplified by his boss's actions with Belfast Boy."
What does the speaker threaten to do if the St. Louis man continues his actions?,"The speaker threatens to stop trading altogether if the St. Louis man continues his actions, indicating a refusal to comply with his demands."
What does the St. Louis man's change in behavior suggest about the situation?,"The St. Louis man's change in behavior suggests that he recognizes the speaker's authority or the seriousness of the situation, leading him to apologize and seek to avoid conflict."
What is the main conflict in the text?,"The main conflict is between the speaker and St. Louis, who is trying to prevent the speaker from trading in the office."
What does St. Louis demand from the speaker?,St. Louis demands that the speaker stay away from the office and not trade there.
How does the speaker respond to St. Louis's demands?,"The speaker defiantly responds that if he can't trade there, nobody else will, showing his determination to trade in the office."
What is St. Louis's initial reaction to the speaker's defiance?,"St. Louis is initially angry and confrontational, yelling at the speaker."
What does St. Louis ask the speaker to do after his initial reaction?,"After his initial reaction, St. Louis asks the speaker to be reasonable and to keep his heart, implying he wants the speaker to stop trading in the office."
What does the speaker promise in response to St. Louis's request?,"The speaker promises to go easy, indicating he may comply with St. Louis's request."
What did the speaker promise to the person who asked them to be reasonable?,The speaker promised to go easy.
What request did the person make to the speaker?,The person asked the speaker to keep away and give them a chance to get a good start.
What did the speaker say about not wanting any high-and-mighty business?,The speaker said they didn't want any of this high-and-mighty business the next time they came.
What was the speaker's emotional state as they left the conversation?,"The speaker left the conversation with a sense of frustration or determination, as they had to leave the person talking to the manager at a rapid rate."
What was the context of the conversation?,"The conversation took place in a financial or business context, as it involved people discussing money, treatment, and possibly stock market dealings."
What was the speaker's reaction when confronted with the high-and-mighty business?,"The speaker said, ""I don't want any of this high-and-mighty business the next time I come,"" and left the situation."
What did the speaker do after leaving the high-and-mighty business confrontation?,The speaker went back to Fullerton's office and informed McDevitt about what had happened.
What did the speaker suggest regarding McDevitt's actions?,"The speaker suggested that if agreeable to McDevitt, he would like for McDevitt to go to Teller's place and begin trading in twenty or thirty share lots."
What was the speaker's financial situation after the confrontation?,The speaker had some money out of them for the way they treated him in St. Louis.
Why did the speaker decide not to get hot or try to close them up?,The speaker decided not to get hot or try to close them up because there wasn't any sense in doing so.
What was the initial decision made regarding the stock trades?,"The decision was made not to try to close the trades immediately, but to wait and observe."
What action did the narrator take after informing McDevitt about the situation?,The narrator suggested that McDevitt should start trading in small lots of twenty or thirty shares to get accustomed to the market.
How much money did the narrator give to McDevitt?,The narrator gave McDevitt a thousand dollars.
What was the outcome of McDevitt's actions after receiving the money?,"McDevitt went to Hoboken and started trading as instructed, eventually becoming one of the regulars."
What did the narrator plan to do when he saw a good opportunity?,The narrator planned to telephone McDevitt to instruct him to plunge into larger trades when he saw a good chance to make a significant profit.
What did the narrator think he saw that prompted him to consider a significant profit opportunity?,The narrator thought he saw a break in the market that indicated a potential opportunity for a significant profit.
How much money did the narrator give to McDevitt initially?,The narrator gave McDevitt a thousand dollars initially.
What did McDevitt do with the money given to him?,McDevitt went to Hoboken and did as the narrator told him.
What was the outcome of the narrator's decision to inform McDevitt about the market opportunity?,"The narrator cleared twenty-eight hundred dollars that day after giving Mac his rake-off and paying expenses, and he suspects Mac put down a little bet of his own besides."
What happened to Teller's Hoboken branch shortly after the narrator's successful trade?,"Less than a month after that, Teller closed his Hoboken branch."
How much money did the narrator make from the transaction with Mac?,"The narrator cleared twenty-eight hundred dollars that day, after giving Mac his rake-off and paying expenses."
What happened to Teller's Hoboken branch less than a month after the transaction?,Teller closed his Hoboken branch.
What was the reason given for the decision to close the Hoboken branch?,The police got busy.
Why did the narrator say it didn't pay to trade at Teller's branch?,The narrator only traded there twice.
What market condition did the narrator encounter after the transaction?,The narrator ran into a crazy bull market when stocks didn't react enough to wipe out even the one-point margins.
What was the behavior of the customers during the bull market?,All the customers were bulls and winning and pyramiding.
What were the characteristics of the market during the bull market described?,No end of bucket shops.
What was the author's experience with the bucket shops?,"The author only traded there twice and found it didn't pay, though they mentioned encountering a crazy bull market where stocks didn't react enough to wipe out even the one-point margins, and all the customers were bulls and winning and pyramiding."
How did the author describe the bull market they encountered?,"The author described the bull market as 'crazy,' where stocks didn't react enough to wipe out even the one-point margins, and all the customers were bulls, winning, and pyramiding."
What were the advantages of trading in old-fashioned bucket shops according to the author?,"According to the author, trading in old-fashioned bucket shops had decided advantages over speculating in a reputable broker's office, including the automatic closing out of your trade when the margin was reached."
What were the advantages of trading in a bucket shop compared to a broker's office?,"The advantages included automatic closing out of trades when margin reached exhaustion, limiting losses to the amount invested, and avoiding issues like poor order execution."
How did the author describe the practice of trading in bucket shops?,"The author described it as having some decided advantages over speculating in a reputable broker's office, particularly due to the automatic stop-loss mechanism and protection against excessive losses."
What was the author's observation about bucket shops in New York compared to the West?,The author noted that bucket shops in New York were not as liberal with their patrons as they were in the West.
What was the author's view on the risk management aspect of bucket shops?,"The author viewed bucket shops as providing better risk management, as they prevented traders from losing more than their initial investment through automatic stop-loss orders."
What specific risk mitigation feature did bucket shops offer according to the text?,"Bucket shops offered the specific risk mitigation feature of automatically closing out trades when the margin reached the exhaustion point, acting as a stop-loss order to limit potential losses."
What was the maximum profit allowed on certain stocks in New York?,The maximum profit allowed on certain stocks in New York was two points.
Which stocks were mentioned as being subject to the two-point profit limit?,The stocks mentioned as being subject to the two-point profit limit were Sugar and Tennessee Coal and Iron.
How did the profit limits on certain stocks affect traders?,"The profit limits on certain stocks prevented traders from making more than two points on a ticket, even if the stock's price moved significantly in a short period of time."
What was the maximum number of points that could be made on one ticket for the football stocks?,Two points.
Which companies were mentioned as being among the stocks that could be purchased for two points?,Sugar and Tennessee Coal and Iron.
Why did the shops refuse to take orders on certain stocks at times?,Because they believed the customer was getting too big odds; the customer stood to lose one dollar and make ten.
What event in 1900 is mentioned in the text regarding stock market activity?,"On the day before Election Day, when it was a foregone conclusion that McKinley would win, not a shop in the land let its customers buy stocks."
What was the significance of the election day mentioned in the text?,"It was the day before Election Day in 1900, and it was a foregone conclusion that McKinley would win, leading to a situation where no shop allowed customers to buy stocks."
What were the odds on McKinley winning the election?,The election odds were 3 to 1 on McKinley.
What was the potential profit for buying stocks on Monday before the election?,"By buying stocks on Monday, one could stand to make from three to six points or more."
What was the alternative strategy mentioned for making money during the election period?,A man could bet on Bryan and buy stocks and make sure money.
What was the reason some shops refused to take orders on certain stocks?,"The reason some shops refused to take orders on certain stocks was that it was the day before Election Day, and it was a foregone conclusion that McKinley would win, leading to a situation where no shop allowed customers to buy stocks."
What was the situation with bucket shops on the day before the election?,The bucket shops refused orders that day.
What were the election odds for McKinley according to the text?,The election odds for McKinley were 3 to 1.
What was the potential profit from buying stocks on Monday?,The potential profit from buying stocks on Monday was from three to six points or more.
What strategy did the text suggest for making money during the election period?,The text suggested betting on Bryan and buying stocks as a strategy to make money.
What was the reason the narrator stopped trading in bucket shops?,The narrator stopped trading in bucket shops because the bucket shops refused to take their business.
What did the narrator learn after stopping trading in bucket shops?,The narrator learned that there was much more to the game of stock speculation than just playing for fluctuations of a few points.
What is the main lesson the author learned about the stock market?,"The main lesson is that there is only one side to the stock market, which is the right side, and it is not the bull side or the bear side."
How long did it take the author to understand the main principle of the stock market?,It took the author longer than most people to get the general principle of the stock market firmly fixed in his mind.
What is the author's view on people who simulate stock market operations with imaginary money?,The author has heard of people who amuse themselves by conducting imaginary operations in the stock market to prove how right they are with imaginary dollars.
What is the author's opinion on people who simulate stock market operations with imaginary dollars?,The author believes that these people are amusing themselves and that it is very easy to be a plunger in this way.
What analogy does the author use to describe the ease of being a plunger with imaginary dollars?,"The author uses the analogy of a man who claims to be a good shot by snapping the stem of a wineglass at twenty paces, despite not being able to hit a target."
What is the metaphor used to describe the stock market experience?,"The metaphor used is the story of the man who was going to fight a duel the next day, where his second asks if he is a good shot, and the duelist's response about snapping the stem of a wineglass at twenty paces is contrasted with the second's question about facing a loaded pistol."
What lesson did the author learn from their losses in the stock market?,"The author learned that they must back their opinions with their money, indicating the importance of taking calculated risks and committing capital to their investment strategies."
What does the author imply about the importance of practical application in investing?,"The author implies that simply having knowledge or confidence in one's abilities is not enough; one must be willing to apply that knowledge by committing their money to their investments, as demonstrated by the need to back opinions with money."
What is the speaker's approach to backing their opinions?,The speaker must back their opinions with their money.
What lesson has the speaker learned from their losses?,The speaker has learned that they must not begin to advance until they are sure they shall not have to retreat.
What is the speaker's stance on limiting losses when they are wrong?,"The speaker believes that a man should limit his losses when he is wrong, but this should not breed indecision."
What does the speaker say about making mistakes in their life?,"The speaker states that they have made mistakes all their life, but in losing money they have gained."
What is the author's approach to limiting losses in the stock market?,"The author believes that limiting losses is important, but one should not become indecisive due to it."
What have the author's mistakes taught them?,"The author's mistakes have taught them valuable lessons, leading to a list of 'don'ts' that have helped them avoid repeating errors."
How has the author dealt with financial setbacks?,"The author has faced financial setbacks multiple times, but has never experienced a total loss, which has allowed them to recover and continue."
What does the author believe about their ability to recover from mistakes?,The author believes they will always have another chance and that they will not make the same mistake again.
What does the author's experience indicate about their self-belief?,"The author's experience indicates a strong belief in themselves, as they always knew they would have another chance and not repeat their mistakes."
What is the author's attitude towards tips in the stock market?,"The author does not believe in tips. They argue that relying on tips, such as buying stocks on Smith's tip, can lead to dependency and potential loss of profits if the tip provider is unavailable."
What is the author's view on making money through the stock market?,The author believes that one must believe in themselves and their judgment to make a living in the stock market. They emphasize self-reliance over relying on tips or external advice.
What is the author's experience with financial losses?,The author has been flat broke several times but emphasizes that these losses were never total. They believe this experience allowed them to recover and continue in the stock market.
What is the author's belief regarding the importance of self-belief in the stock market?,"The author believes that self-belief and trust in one's judgment are essential for success in the stock market. They assert that without this belief, one cannot expect to make a living from trading."
Why does the author not believe in tips?,"Because relying on tips means depending on someone else's advice, and the author believes that nobody can make big money on what someone else tells him to do."
What is the author's experience regarding tips?,The author knows from experience that nobody can give him a tip or a series of tips that will make more money for him than his own judgment.
How long did it take the author to learn to play the game intelligently enough to make big money when he was right?,It took the author five years to learn to play the game intelligently enough to make big money when he was right.
How long did it take the author to learn to play the stock market intelligently enough to make big money when he was right?,It took him five years.
What does the author believe is more valuable than tips from others?,His own judgment.
What does the author say about the process of learning to speculate?,The process of learning how to speculate does not seem very dramatic at this distance.
What does the author say about the way he lost money compared to others?,The way he lost money is the way everybody loses money.
What does the author say about his experiences in the stock market compared to what one might imagine?,He didn't have as many interesting experiences as you might imagine.
What was the author's main task in speculation?,To look at speculation
What is the main challenge of speculation according to the text?,"Speculation is a hard and trying business, and a speculator must be on the job all the time or he'll soon have no job to be on."
What was the author's task after experiencing early reverses at Fullerton's?,The author's task was to look at speculation from another angle.
"What did the author think they were doing in bucket shops, and what was the reality?",The author thought they were beating the game when in reality they were only beating the shop.
What does the text suggest about the author's initial understanding of the stock market game?,The text suggests that the author initially thought there was much more to the game than they could possibly learn in the bucket shops.
What does the text imply about the author's experience in bucket shops?,The text implies that the author's experience in bucket shops was limited and that they were not truly understanding the complexities of the stock market.
What did the author mean by saying they were beating the shop rather than the game?,The author meant that they were outsmarting the bucket shop's limited strategies and not truly understanding the stock market game.
What skills did the author develop while trading in bucket shops?,The author developed tape-reading ability and the training of their memory.
How did the author attribute their early success as a trader?,"The author attributed their early success to the skills developed in bucket shops, specifically tape-reading ability and memory training, rather than to brains or knowledge."
What did the author say about their mind and knowledge during their time in bucket shops?,"The author stated that their mind was untrained and their ignorance was colossal, indicating a lack of formal knowledge or training."
What did the author say about the teaching process in bucket shops?,"The author mentioned that the game (stock market) taught them the game, and it didn't spare the rod while teaching, implying that the learning process was harsh and rigorous."
What did the author attribute their early success as a trader to?,"They attributed their early success as a trader to the game teaching them, rather than to their brains or knowledge."
How did the author feel about their initial ignorance and lack of training?,"The author acknowledged their ignorance was colossal and their mind was untrained, but they felt the game taught them effectively despite this."
What was the author's first experience in New York?,"The author's first experience in New York involved being refused business by bucket shops, which led them to seek a reputable commission house."
Which company did one of the boys in the author's first job work for?,"One of the boys in the author's first job worked for Harding Brothers, who were members of the New York Stock Exchange."
When did the author open their first trading account?,The author opened their first trading account before one o'clock on the same day they arrived in New York.
What prompted the author to seek a reputable commission house?,The author was prompted to seek a reputable commission house because the bucket shops refused to take their business.
Which firm did the author open an account with?,"The author opened an account with Harding Brothers, members of the New York Stock Exchange."
What was the author's first job in New York?,The author's first job in New York was in an office where one of the boys was working for Harding Brothers.
How did the author's trading style in the commission house compare to their experience in the bucket shops?,The author's trading style in the commission house was exactly the same as it had been in the bucket shops.
